"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","EPS Growth This Year","EPS Growth Next Year","EPS Growth Past 5 Years","EPS Growth Next 5 Years","Sales Growth Past 5 Years","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Average Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Performance (3 Years)","Performance (5 Years)","Performance (10 Years)","Volatility (Week)","Volatility (Month)","Relative Volume","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Dividend Yield","Return on Assets","Return on Equity","Return on Invested Capital","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date"
"321","BURL","Burlington Stores Inc","Consumer Cyclical","Apparel Retail","USA","19027.24","34.72","302.37","2.93%","1179532","27.12","1.53","1.70","12.46","32.58","","19.47%","14.23%","2.44%","17.72%","7.82%","62.93","62.58","0.55%","-1.06%","109.52%","-2.97%","4.31%","2.75","979.92","-2.97%","-0.33%","5.34%","7.48%","4.68%","21.75%","32.80%","15.12%","485.87%","3.70%","3.09%","1.20","1.73","9.92","0.48%","3.94%","12.11%","-5.06%","42.01%","52.14","2.49%","0.43%","","6.21%","41.92%","7.95%","1.21","0.46","3.61","3.89","40.34%","7.09%","5.01%","11/25/2025 8:30:00 AM"
"322","BUSE","First Busey Corp","Financial","Banks - Regional","USA","2347.26","20.61","26.55","0.42%","398929","9.75","","2.26","0.94","","14.94","93.67%","9.01%","-4.29%","","18.12%","87.62","84.34","4.60%","1.14%","61.82%","0.95%","1.91%","2.92","551.79","-2.64%","9.71%","14.69%","13.27%","11.60%","5.99%","7.80%","18.53%","41.90%","3.35%","2.99%","0.72","0.74","0.74","3.48%","6.51%","12.45%","-3.98%","44.29%","60.56","0.76%","-0.34%","3.92%","0.90%","7.02%","4.54%","0.08","","0.12","0.19","","17.98%","12.08%","1/27/2026 4:30:00 PM"
"323","BVN","Compania de Minas Buenaventura S.A. ADR","Basic Materials","Other Precious Metals & Mining","Peru","9631.21","22.24","37.96","1.12%","879477","11.92","0.58","6.82","2.60","19.83","100.11","36.22%","47.08%","","20.57%","5.98%","253.72","253.72","0.00%","","44.11%","4.81%","2.02%","3.01","1704.03","2.73%","11.65%","61.46%","108.00%","36.40%","185.84%","412.97%","269.62%","591.44%","4.68%","5.31%","0.52","0.30","2.09","1.87%","17.30%","68.15%","-8.05%","209.37%","56.97","0.13%","0.99%","1.06%","8.39%","12.35%","9.81%","2.27","2.05","0.19","0.19","34.37%","27.07%","30.68%","2/26/2026 4:30:00 PM"
"324","BWA","BorgWarner Inc","Consumer Cyclical","Auto Parts","USA","13002.66","51.86","62.80","-5.63%","8147588","10.79","1.12","0.91","2.39","5.62","11.03","5.54%","12.26%","-11.34%","9.65%","7.09%","207.06","205.07","0.95%","-2.78%","105.81%","-9.41%","5.66%","3.61","3213.74","20.24%","30.62%","36.49%","51.51%","39.37%","113.61%","43.19%","70.03%","124.94%","8.95%","3.88%","2.54","0.99","2.47","21.90%","30.95%","52.60%","-10.39%","157.38%","75.12","-4.70%","-0.98%","1.03%","2.00%","5.05%","2.93%","2.07","1.70","0.74","0.75","18.71%","9.59%","1.93%","2/11/2026 8:30:00 AM"
"325","BWIN","The Baldwin Insurance Group Inc","Financial","Insurance Brokers","USA","2352.62","","16.50","-1.55%","1391665","8.31","0.44","1.58","1.90","26.22","","10.53%","19.80%","2.86%","18.71%","58.73%","95.62","94.05","1.65%","-9.87%","83.68%","4.15%","8.60%","6.35","1272.70","-15.69%","-37.95%","-40.71%","-50.29%","-31.34%","-60.34%","-46.01%","-42.45%","","8.02%","7.15%","1.09","1.37","1.46","-23.70%","-29.45%","-46.82%","-65.01%","3.90%","23.63","-0.96%","-0.60%","","-0.77%","-4.63%","-1.21%","1.15","1.15","2.73","2.78","19.42%","5.19%","-1.89%","2/26/2026 4:30:00 PM"
"326","BWLP","BW LPG Limited","Industrials","Marine Shipping","Singapore","2531.92","14.80","16.73","1.33%","274631","","","0.69","1.42","8.59","","","","6.08%","","34.25%","151.34","83.62","44.75%","0.00%","27.15%","-0.12%","1.43%","3.09","386.05","1.15%","16.99%","28.99%","14.82%","27.71%","30.19%","102.05%","142.82%","99.17%","2.35%","2.52%","0.71","0.86","0.46","8.21%","20.22%","25.85%","-2.62%","112.85%","69.82","1.27%","0.06%","7.89%","5.76%","10.24%","6.37%","1.47","1.24","0.48","0.61","11.94%","6.11%","4.57%","12/2/2025 8:30:00 AM"
"327","BWXT","BWX Technologies Inc","Industrials","Aerospace & Defense","USA","18321.92","59.94","200.40","1.78%","833201","46.65","3.35","5.99","14.75","221.68","39.59","14.74%","12.42%","3.79%","13.91%","7.37%","91.42","91.06","0.40%","-5.19%","96.07%","-2.44%","2.96%","2.53","1066.25","1.63%","-1.80%","1.84%","14.71%","15.95%","83.65%","234.61%","238.80%","631.65%","4.56%","4.86%","0.78","0.84","9.39","-1.96%","4.43%","19.34%","-9.14%","137.98%","50.76","1.18%","0.59%","0.51%","9.12%","26.69%","11.21%","1.71","1.62","1.21","1.22","23.52%","10.86%","10.04%","2/23/2026 4:30:00 PM"
"328","BX","Blackstone Inc","Financial","Asset Management","USA","159567.98","33.58","129.86","0.07%","5819298","16.31","1.00","11.38","18.41","55.90","77.69","14.19%","25.18%","20.88%","16.29%","17.69%","748.69","741.12","39.69%","-5.03%","42.06%","0.38%","1.42%","2.21","4748.12","0.13%","-18.18%","-10.04%","-25.66%","-15.75%","-19.08%","38.75%","91.94%","447.14%","3.77%","3.73%","1.23","1.78","5.23","-8.35%","-13.28%","-16.25%","-31.68%","12.28%","31.56","-0.84%","0.92%","4.22%","6.62%","35.78%","13.74%","0.76","0.75","1.54","1.54","99.27%","54.28%","21.53%","1/29/2026 8:30:00 AM"
"329","BXMT","Blackstone Mortgage Trust Inc","Real Estate","REIT - Mortgage","USA","3297.15","30.40","19.54","-1.06%","1310305","9.70","","2.17","0.94","7.29","12.53","225.29%","12.48%","-7.97%","","14.41%","168.26","157.96","6.39%","-0.13%","57.52%","-2.79%","4.51%","5.04","1413.81","-0.36%","1.35%","6.08%","2.57%","2.14%","-1.66%","-6.21%","-26.37%","-7.14%","3.03%","2.26%","0.93","1.09","0.46","0.18%","-0.57%","1.86%","-7.98%","18.35%","49.94","-1.21%","0.15%","9.64%","0.55%","3.01%","0.62%","0.26","0.26","4.02","4.62","81.38%","71.66%","7.20%","2/11/2026 8:30:00 AM"
"330","BXP","BXP Inc","Real Estate","REIT - Office","USA","10709.43","35.36","61.49","4.10%","2517870","31.44","3.11","3.08","1.89","6.88","16.34","0.44%","11.90%","-20.65%","10.12%","4.72%","158.55","157.27","0.76%","-5.23%","111.95%","2.94%","6.23%","5.67","1729.13","-4.99%","-7.35%","-14.18%","-5.70%","-8.88%","-13.71%","-15.60%","-34.32%","-43.09%","5.13%","3.31%","1.46","1.03","2.21","-4.30%","-8.23%","-11.45%","-22.49%","13.41%","40.07","3.50%","0.58%","4.69%","1.06%","5.24%","1.27%","2.21","0.94","3.22","3.37","33.98%","29.04%","7.95%","1/27/2026 4:30:00 PM"
"331","BXSL","Blackstone Secured Lending Fund","Financial","Asset Management","USA","5692.65","9.25","24.62","-1.99%","2443623","8.34","","4.04","0.91","22.78","8.66","-8.48%","-8.14%","1.90%","-8.43%","54.00%","230.96","201.26","12.96%","0.02%","34.92%","","2.80%","2.86","1965.61","-1.08%","-6.03%","-8.03%","-17.80%","-6.49%","-27.33%","-1.08%","","","2.45%","2.29%","1.24","0.45","0.61","-3.75%","-7.29%","-13.94%","-28.93%","1.86%","38.16","-1.16%","-0.84%","12.51%","4.50%","10.02%","4.31%","1.16","1.16","1.22","1.22","80.17%","69.71%","42.60%","2/25/2026 8:30:00 AM"
"332","BYD","Boyd Gaming Corp","Consumer Cyclical","Resorts & Casinos","USA","6405.26","3.61","81.99","-0.22%","949796","10.07","1.03","1.57","2.42","19.72","15.53","1.14%","8.83%","","9.73%","13.44%","78.12","54.07","30.79%","-1.07%","71.23%","-3.30%","5.49%","3.52","843.45","-1.50%","-6.27%","1.36%","-2.33%","-3.81%","5.02%","24.26%","51.58%","413.08%","2.97%","2.48%","1.13","1.21","2.14","-2.42%","-3.39%","0.42%","-8.86%","39.11%","40.79","-0.18%","-0.04%","0.89%","29.24%","87.17%","35.95%","0.51","0.49","0.79","0.79","42.14%","21.43%","45.05%","2/5/2026 4:30:00 PM"
"333","BZ","Kanzhun Ltd ADR","Communication Services","Internet Content & Information","China","6935.62","22.97","17.32","-1.70%","2519072","13.66","0.72","6.24","2.96","2.57","","28.44%","13.51%","","18.93%","47.88%","400.44","396.24","1.05%","0.00%","80.78%","5.03%","3.50%","4.38","3167.75","-3.35%","-11.59%","-18.84%","-18.76%","-15.01%","8.93%","-23.91%","","","4.53%","3.43%","0.80","0.43","0.68","-6.41%","-12.09%","-14.72%","-31.43%","30.42%","34.45","-0.63%","-1.08%","0.45%","11.37%","14.41%","12.71%","4.18","4.18","0.00","0.01","88.76%","26.65%","31.10%","11/18/2025 8:30:00 AM"
"334","C","Citigroup Inc","Financial","Banks - Diversified","USA","198358.04","15.91","110.86","-0.26%","16665188","9.15","0.34","1.16","1.01","","7.74","47.55%","17.50%","8.24%","27.10%","13.72%","1789.27","1783.66","0.31%","-2.66%","80.03%","0.36%","1.44%","1.86","13818.81","-9.64%","-1.38%","7.77%","16.13%","-5.00%","35.03%","117.37%","74.23%","195.31%","4.71%","3.17%","1.21","1.15","4.02","-4.59%","-4.21%","14.13%","-11.43%","99.71%","40.43","0.99%","-1.24%","2.27%","0.56%","6.72%","2.47%","1.54","","1.49","3.37","","11.81%","7.62%","1/14/2026 8:30:00 AM"
"335","CAAP","Corporacion America Airports S.A","Industrials","Airports & Air Services","Luxembourg","4559.91","24.74","27.96","0.39%","456696","12.68","0.86","2.37","3.15","6.90","18.95","-13.19%","44.28%","98.55%","14.67%","3.41%","163.12","31.64","80.60%","0.00%","15.47%","1.25%","4.96%","7.58","207.10","-3.25%","8.08%","20.73%","31.76%","7.54%","47.16%","198.08%","514.51%","","4.00%","3.85%","2.21","0.78","1.05","-2.09%","3.22%","26.58%","-8.33%","86.28%","49.12","0.50%","-0.11%","0.59%","4.25%","13.25%","7.41%","1.53","1.51","0.71","0.78","34.13%","23.06%","9.50%","11/24/2025 8:30:00 AM"
"336","CACC","Credit Acceptance Corp","Financial","Credit Services","USA","5339.05","13.26","483.98","-0.24%","192393","8.84","0.38","2.30","3.39","10.46","5.07","16.88%","18.46%","9.16%","23.56%","6.78%","10.68","6.13","44.45%","-0.98%","73.41%","-2.83%","20.60%","8.61","146.74","-4.90%","1.82%","8.76%","1.32%","9.14%","-5.45%","-1.93%","36.14%","174.99%","4.76%","4.19%","1.31","1.28","21.06","1.59%","3.34%","0.24%","-11.96%","20.42%","51.61","-0.15%","-0.08%","","4.38%","25.90%","7.44%","0.22","0.22","2.74","4.17","98.21%","45.97%","18.29%","1/29/2026 4:30:00 PM"
"337","CACI","Caci International Inc","Technology","Information Technology Services","USA","12661.77","24.54","573.30","2.12%","231085","17.93","1.69","1.41","3.06","29.93","19.96","8.66%","11.11%","12.09%","10.59%","8.57%","22.08","21.82","1.22%","-5.33%","97.40%","-1.97%","2.76%","2.10","286.43","-7.31%","-6.22%","-2.28%","16.84%","7.60%","67.14%","89.93%","142.17%","509.63%","6.57%","4.38%","0.81","0.62","26.60","-7.58%","-3.11%","9.66%","-16.12%","79.95%","40.99","0.86%","1.25%","","5.93%","13.18%","6.92%","1.97","1.83","0.81","0.82","30.05%","9.15%","5.77%","1/21/2026 4:30:00 PM"
"338","CADE","Cadence Bank","Financial","Banks - Regional","USA","7694.89","14.87","42.11","0.00%","0","10.80","","2.54","1.29","","15.16","22.97%","12.07%","6.00%","","21.18%","186.62","181.94","0.43%","0.00%","80.47%","1.03%","2.63%","1.20","3992.01","","-3.51%","8.36%","16.20%","-1.70%","19.43%","63.41%","58.69%","110.14%","2.58%","2.76%","0.00","0.97","1.17","-4.20%","-1.20%","15.36%","-9.91%","66.97%","43.23","0.00%","0.00%","2.75%","1.08%","9.22%","7.41%","0.07","","0.15","0.35","","25.21%","17.57%","1/22/2026 8:30:00 AM"
"339","CAE","Cae Inc","Industrials","Aerospace & Defense","Canada","9717.24","36.32","30.22","-3.70%","2062774","29.02","2.48","2.79","2.58","28.73","21.82","2.27%","17.47%","0.75%","11.71%","4.45%","321.68","320.91","0.20%","0.00%","77.20%","3.32%","0.70%","3.68","611.51","-3.30%","-8.12%","10.17%","7.89%","-0.66%","28.54%","33.60%","19.73%","206.18%","4.49%","3.12%","3.37","1.10","1.04","-6.25%","-2.98%","6.74%","-11.74%","48.43%","40.80","-0.92%","-2.80%","","3.40%","7.63%","4.49%","0.91","0.69","0.58","0.63","28.36%","12.84%","7.70%","2/12/2026 4:30:00 PM"
"340","CAG","Conagra Brands Inc","Consumer Defensive","Packaged Foods","USA","9452.58","","19.76","-0.90%","10732027","10.95","","0.84","1.17","202.85","10.79","-25.15%","4.83%","6.92%","-5.65%","0.99%","478.37","475.30","0.64%","-0.10%","87.78%","-1.67%","6.51%","2.73","11341.68","2.12%","15.42%","13.96%","1.59%","14.15%","-20.90%","-46.28%","-42.81%","-38.96%","3.52%","2.99%","0.95","-0.04","0.57","6.56%","11.37%","2.77%","-30.70%","23.81%","66.16","-0.85%","-0.05%","7.08%","-0.48%","-1.16%","-0.67%","0.89","0.28","0.80","0.94","24.54%","11.82%","-0.87%","12/19/2025 8:30:00 AM"
"341","CAH","Cardinal Health, Inc","Healthcare","Medical Distribution","USA","51955.42","31.77","220.79","2.66%","1116912","19.12","1.16","0.21","","18.71","9.44","24.59%","12.50%","","16.42%","7.80%","236.00","234.72","0.25%","-36.99%","92.29%","2.16%","2.17%","2.51","2024.04","-2.44%","3.39%","8.06%","46.98%","7.44%","74.15%","177.86%","325.74%","180.01%","3.43%","2.81%","0.55","0.67","6.63","2.42%","5.99%","26.75%","-4.34%","82.89%","55.61","2.03%","0.62%","0.93%","3.16%","","30.42%","0.91","0.44","","","3.59%","1.24%","0.68%","2/5/2026 8:30:00 AM"
"342","CAI","Caris Life Sciences Inc","Healthcare","Biotechnology","USA","5817.87","","20.62","-0.15%","1464417","","","8.96","12.16","7.69","","","","","","","282.10","115.26","59.15%","-0.03%","40.35%","5.06%","5.11%","2.48","2376.33","-6.27%","-21.95%","-16.75%","-44.26%","-23.57%","","","","","5.24%","5.45%","0.62","","1.31","-13.11%","-20.71%","-28.78%","-51.48%","0.98%","28.90","-0.15%","0.00%","","","","-75.89%","9.93","9.36","0.88","0.89","59.93%","-12.38%","-105.05%","2/26/2026 4:30:00 PM"
"343","CAKE","Cheesecake Factory Inc","Consumer Cyclical","Restaurants","USA","2924.21","17.82","58.67","-0.03%","991779","14.63","1.64","0.79","6.87","15.39","18.34","9.04%","6.93%","2.30%","8.90%","7.61%","49.82","45.93","7.84%","-1.10%","112.77%","3.03%","20.61%","8.09","1170.60","-7.24%","-2.48%","27.52%","-7.42%","16.22%","11.73%","52.15%","17.32%","21.65%","3.93%","3.39%","0.85","0.98","1.97","-1.62%","6.10%","4.49%","-15.82%","37.43%","50.01","0.10%","-0.14%","1.81%","5.21%","39.14%","6.90%","0.55","0.47","4.48","5.03","13.08%","6.73%","4.33%","2/18/2026 4:30:00 PM"
"344","CALM","Cal-Maine Foods, Inc","Consumer Defensive","Farm Products","USA","3976.25","3.53","83.44","0.28%","884987","18.61","","0.94","1.48","3.49","3.39","-67.46%","-44.78%","131.11%","","25.82%","47.65","42.84","10.11%","0.06%","90.42%","-4.61%","14.17%","4.99","1217.07","1.10%","13.26%","-8.25%","-22.73%","4.86%","-23.17%","53.55%","113.57%","77.87%","3.06%","3.29%","0.73","0.25","2.60","1.34%","1.79%","-11.76%","-33.99%","16.02%","54.34","-0.07%","0.35%","4.16%","40.93%","48.69%","42.84%","8.02","6.46","0.00","0.00","41.92%","34.40%","27.37%","1/7/2026 8:30:00 AM"
"345","CALX","Calix Inc","Technology","Software - Infrastructure","USA","3533.86","214.31","53.32","2.50%","1028867","21.94","","3.53","4.29","9.11","30.59","32.77%","36.58%","-13.60%","","13.06%","66.28","60.18","9.20%","-16.43%","88.08%","1.76%","6.14%","3.61","1023.25","0.26%","-2.98%","-15.74%","-6.09%","0.74%","31.01%","1.21%","44.89%","840.39%","5.65%","5.34%","1.01","1.48","2.77","1.03%","-0.67%","-2.69%","-25.13%","86.40%","50.98","0.49%","2.00%","","1.79%","2.18%","2.05%","4.24","3.42","0.01","0.01","56.83%","2.10%","1.79%","1/28/2026 4:30:00 PM"
"346","CALY","Callaway Golf Co","Consumer Cyclical","Leisure","USA","2315.10","","12.59","-15.05%","9238351","28.00","","0.66","0.94","2.56","67.10","42.74%","50.02%","","","5.32%","183.88","139.61","24.08%","-18.42%","70.46%","2.13%","6.25%","2.76","3162.09","-16.12%","-13.77%","18.77%","27.43%","7.88%","66.09%","-47.17%","-57.94%","52.42%","5.02%","4.13%","2.92","0.95","0.72","-14.90%","-5.47%","25.83%","-24.38%","132.28%","34.81","-5.05%","-10.53%","","-1.11%","-46.95%","-0.89%","1.87","1.30","0.34","0.68","60.19%","4.52%","-1.66%","2/12/2026 4:30:00 PM"
"347","CAMT","Camtek Ltd","Technology","Semiconductor Equipment & Materials","Israel","7414.13","183.30","162.00","4.26%","443671","48.75","4.29","15.28","12.83","11.59","","13.11%","3.82%","34.36%","11.37%","26.21%","45.77","28.24","38.29%","0.00%","52.37%","-3.11%","11.93%","6.98","482.91","8.71%","21.88%","57.19%","86.10%","52.33%","83.07%","514.64%","467.80%","9148.49%","4.48%","5.70%","0.92","1.55","8.26","9.74%","24.66%","60.58%","-1.35%","241.70%","66.80","3.34%","0.89%","","4.62%","8.76%","4.36%","7.58","6.52","0.90","0.90","50.36%","26.34%","9.86%","2/18/2026 8:30:00 AM"
"348","CAR","Avis Budget Group Inc","Industrials","Rental & Leasing Services","USA","4165.56","","118.35","1.59%","667557","14.39","","0.36","","7.33","","-71.26%","22.68%","","-22.10%","5.15%","35.00","34.49","2.00%","-1.40%","140.37%","20.23%","23.68%","14.56","561.04","-1.72%","-4.12%","-17.35%","-25.25%","-7.77%","35.74%","-43.51%","178.61%","379.28%","4.04%","4.17%","1.19","2.29","4.96","-0.60%","-5.93%","-16.90%","-44.39%","119.04%","45.81","0.42%","1.17%","","-6.44%","","-8.23%","0.71","0.71","","","24.56%","10.33%","-17.95%","2/18/2026 4:30:00 PM"
"349","CARG","CarGurus Inc","Consumer Cyclical","Auto & Truck Dealerships","USA","2609.69","18.53","27.34","1.41%","1048374","10.86","0.54","2.82","7.00","14.59","10.37","29.51%","12.96%","-11.88%","20.23%","8.72%","81.91","77.88","18.41%","-0.80%","89.28%","-3.14%","5.60%","4.79","911.19","-4.44%","-21.80%","-23.31%","-13.89%","-28.71%","-31.85%","63.22%","-14.88%","","4.18%","3.82%","1.15","1.40","1.21","-12.22%","-22.02%","-19.73%","-32.28%","10.91%","17.98","1.41%","0.00%","","21.13%","35.39%","27.17%","2.71","2.71","0.49","0.51","86.25%","23.09%","16.41%","2/19/2026 4:30:00 PM"
"350","CARR","Carrier Global Corp","Industrials","Building Products & Equipment","USA","54664.19","38.30","65.40","0.79%","6101349","20.63","1.77","2.51","3.96","35.11","25.77","8.19%","13.13%","-4.96%","11.64%","4.49%","836.14","784.76","6.11%","0.04%","82.35%","-0.16%","2.29%","2.23","8064.14","2.32%","17.63%","16.81%","-0.55%","23.77%","2.72%","43.93%","75.43%","","2.81%","2.86%","0.76","1.31","1.84","7.54%","15.54%","3.17%","-19.35%","30.18%","70.63","0.66%","0.12%","1.54%","3.90%","10.44%","5.78%","1.20","0.85","0.85","0.90","26.05%","10.01%","6.81%","2/5/2026 8:30:00 AM"
"351","CART","Maplebear Inc","Consumer Cyclical","Internet Retail","USA","9529.95","19.94","36.30","9.21%","18461709","13.14","0.58","2.62","2.79","5.14","10.83","46.90%","17.51%","","22.65%","22.98%","265.51","211.05","19.61%","-0.11%","69.37%","-2.39%","7.79%","3.25","5049.08","4.79%","-11.16%","-7.89%","-17.26%","-19.30%","-27.39%","","","","6.09%","4.54%","3.66","1.10","1.85","-1.53%","-11.91%","-15.73%","-32.15%","10.91%","44.58","-4.47%","14.32%","","12.14%","15.33%","13.79%","3.64","3.64","0.01","0.01","73.88%","16.68%","13.98%","2/12/2026 4:30:00 PM"
"352","CASH","Pathward Financial Inc","Financial","Banks - Regional","USA","2012.05","11.25","92.45","4.69%","270739","9.62","","2.39","2.40","","4.77","9.78%","11.23%","21.80%","","10.26%","22.17","21.44","1.50%","-7.49%","94.73%","-1.45%","6.60%","5.72","247.34","-1.36%","23.65%","33.06%","20.63%","30.21%","15.20%","82.96%","116.36%","603.58%","4.17%","3.99%","1.09","0.75","3.32","5.90%","16.65%","20.41%","-2.79%","43.44%","67.32","4.24%","0.43%","0.22%","2.51%","23.62%","20.96%","0.06","","0.06","0.07","","28.12%","22.62%","1/22/2026 4:30:00 PM"
"353","CASY","Casey's General Stores, Inc","Consumer Cyclical","Specialty Retail","USA","24681.39","40.95","665.86","0.30%","329231","34.63","2.56","1.45","6.49","50.16","36.50","18.37%","10.97%","15.58%","13.55%","11.68%","37.12","36.86","0.57%","-1.49%","90.02%","-0.82%","2.19%","2.47","325.83","0.75%","8.04%","24.49%","31.03%","20.47%","50.46%","198.52%","218.29%","485.27%","2.48%","2.50%","1.01","0.65","15.73","4.58%","11.79%","24.50%","-1.89%","78.95%","70.98","0.12%","0.17%","0.35%","7.44%","16.99%","9.16%","1.05","0.65","0.74","0.77","21.45%","5.31%","3.58%","12/9/2025 4:30:00 PM"
"354","CAT","Caterpillar Inc","Industrials","Farm & Heavy Construction Machinery","USA","362309.80","41.12","774.20","2.10%","3232805","28.11","1.49","5.36","16.90","36.30","48.61","19.82%","20.59%","28.05%","18.91%","10.12%","467.98","467.02","0.20%","-19.93%","72.36%","2.13%","1.33%","2.27","2738.35","6.61%","21.21%","35.11%","85.44%","35.14%","118.89%","211.99%","291.03%","1125.97%","3.38%","3.53%","1.18","1.52","25.59","12.86%","22.12%","58.78%","-1.98%","189.64%","73.49","1.20%","0.88%","0.80%","9.53%","43.54%","16.89%","1.44","0.94","1.47","2.07","32.21%","17.16%","13.14%","1/29/2026 8:30:00 AM"
"355","CATY","Cathay General Bancorp","Financial","Banks - Regional","USA","3628.39","11.74","53.33","1.00%","336983","9.32","","2.61","1.23","","9.19","15.77%","8.83%","9.62%","","12.69%","67.20","65.02","4.43%","-1.91%","74.40%","-1.49%","2.50%","3.84","422.68","-1.42%","6.70%","13.81%","10.37%","10.21%","14.47%","20.38%","42.52%","98.70%","2.59%","2.89%","0.80","0.84","1.40","2.34%","4.95%","11.93%","-3.02%","47.91%","59.07","1.02%","-0.02%","2.55%","1.33%","10.92%","10.17%","0.16","","0.06","0.06","","28.11%","22.70%","1/22/2026 4:30:00 PM"
"356","CAVA","Cava Group Inc","Consumer Cyclical","Restaurants","USA","7365.12","54.74","63.50","-0.17%","2956291","109.93","4.97","6.51","9.58","19.00","290.19","25.41%","9.66%","","22.10%","","115.98","99.30","14.39%","-0.28%","78.37%","6.31%","16.97%","4.54","3712.69","-9.23%","-10.02%","30.26%","-7.88%","8.20%","-51.34%","","","","6.55%","5.39%","0.80","2.35","3.52","-2.91%","2.28%","-9.06%","-52.93%","46.28%","47.52","-1.78%","1.63%","","11.45%","19.84%","11.81%","2.69","2.63","0.51","0.58","18.75%","6.96%","12.14%","2/24/2026 4:30:00 PM"
"357","CB","Chubb Limited","Financial","Insurance - Property & Casualty","Switzerland","127884.35","12.63","324.95","-2.27%","2019361","11.23","1.24","2.14","1.78","","8.70","7.69%","8.41%","26.94%","9.03%","10.54%","393.55","391.94","0.41%","-6.09%","89.33%","-1.43%","0.93%","2.09","1742.79","-1.82%","7.95%","10.18%","17.85%","4.11%","21.37%","50.79%","97.95%","184.27%","2.79%","2.13%","1.16","0.47","7.06","3.43%","4.84%","12.42%","-3.17%","23.49%","61.06","-1.73%","-0.55%","1.23%","4.34%","14.97%","11.56%","0.27","","0.23","0.30","","21.23%","17.26%","2/3/2026 4:30:00 PM"
"358","CBC","Central Bancompany Inc","Financial","Banks - Regional","USA","5910.80","13.98","24.51","1.85%","207543","12.60","","4.79","1.56","","","2.98%","4.35%","9.97%","","8.99%","241.11","33.30","86.19%","0.14%","5.35%","140.78%","1.32%","1.28","342.76","1.09%","1.39%","16.46%","29.04%","1.64%","78.96%","83.70%","114.98%","233.50%","3.53%","3.49%","0.61","-0.06","0.85","0.74%","2.42%","25.17%","-3.58%","150.15%","53.99","1.85%","0.00%","1.90%","","","11.73%","0.31","","0.01","0.27","","41.03%","31.66%","1/27/2026 8:30:00 AM"
